Date,High,Low,Open,Close,Volume,Adj Close
2018-09-20,32.20000076293945,30.639999389648438,32.099998474121094,31.18000030517578,123116500,31.18000030517578
2018-09-21,32.41999816894531,30.90999984741211,31.190000534057617,31.020000457763672,129792900,31.020000457763672
2018-09-24,32.650001525878906,30.90999984741211,31.1299991607666,32.61000061035156,118332600,32.61000061035156
2018-09-25,33.599998474121094,32.189998626708984,33.18000030517578,32.56999969482422,118570200,32.56999969482422
2018-09-26,32.599998474121094,31.719999313354492,32.400001525878906,32.189998626708984,79347300,32.189998626708984
2018-09-27,32.630001068115234,31.389999389648438,31.860000610351562,32.59000015258789,87934400,32.59000015258789
2018-09-28,32.779998779296875,29.979999542236328,32.2400016784668,30.889999389648438,165453500,30.889999389648438
2018-10-01,31.90999984741211,30.25,30.690000534057617,31.420000076293945,94742900,31.420000076293945
2018-10-02,30.81999969482422,28.649999618530273,30.729999542236328,29.020000457763672,145276500,29.020000457763672
2018-10-03,29.219999313354492,26.540000915527344,29.040000915527344,28.43000030517578,190137200,28.43000030517578
2018-10-04,28.829999923706055,27.3700008392334,27.989999771118164,27.780000686645508,95831200,27.780000686645508
2018-10-05,28.469999313354492,26.93000030517578,28.06999969482422,27.350000381469727,88008500,27.350000381469727
2018-10-08,27.540000915527344,25.959999084472656,26.729999542236328,26.459999084472656,103789500,26.459999084472656
2018-10-09,27.709999084472656,26.0,26.149999618530273,27.239999771118164,105461800,27.239999771118164
2018-10-10,27.399999618530273,24.90999984741211,27.3799991607666,25.0,147682900,25.0
2018-10-11,26.200000762939453,24.549999237060547,24.739999771118164,25.299999237060547,147013800,25.299999237060547
2018-10-12,26.969999313354492,25.670000076293945,26.770000457763672,26.34000015258789,111059400,26.34000015258789
2018-10-15,26.770000457763672,25.75,26.3799991607666,26.260000228881836,70523500,26.260000228881836
2018-10-16,28.229999542236328,26.170000076293945,26.6299991607666,28.18000030517578,92529000,28.18000030517578
2018-10-17,28.530000686645508,26.920000076293945,28.40999984741211,27.299999237060547,89466900,27.299999237060547
2018-10-18,27.75,26.399999618530273,27.079999923706055,26.6200008392334,79623700,26.6200008392334
2018-10-19,27.100000381469727,23.600000381469727,27.030000686645508,23.65999984741211,130799900,23.65999984741211
2018-10-22,25.639999389648438,24.09000015258789,24.459999084472656,25.030000686645508,114158900,25.030000686645508
2018-10-23,25.260000228881836,23.850000381469727,24.18000030517578,25.09000015258789,101763000,25.09000015258789
2018-10-24,25.100000381469727,22.75,25.040000915527344,22.790000915527344,134489100,22.790000915527344
2018-10-25,20.149999618530273,17.719999313354492,17.920000076293945,19.270000457763672,189173700,19.270000457763672
2018-10-26,18.780000686645508,17.049999237060547,18.489999771118164,17.6299991607666,119689000,17.6299991607666
2018-10-29,18.229999542236328,16.270000457763672,18.209999084472656,16.850000381469727,94479600,16.850000381469727
2018-10-30,17.239999771118164,16.170000076293945,16.3799991607666,17.200000762939453,99049400,17.200000762939453
2018-10-31,18.34000015258789,17.1200008392334,17.8700008392334,18.209999084472656,110463700,18.209999084472656
2018-11-01,20.329999923706055,18.079999923706055,18.40999984741211,20.219999313354492,136896500,20.219999313354492
2018-11-02,21.059999465942383,19.469999313354492,20.59000015258789,20.229999542236328,123788000,20.229999542236328
2018-11-05,20.18000030517578,18.8799991607666,20.1200008392334,19.899999618530273,108016700,19.899999618530273
2018-11-06,21.649999618530273,19.479999542236328,19.5,20.68000030517578,144995700,20.68000030517578
2018-11-07,22.219999313354492,21.06999969482422,21.420000076293945,21.84000015258789,121115800,21.84000015258789
2018-11-08,22.079999923706055,20.969999313354492,21.770000457763672,21.200000762939453,92387600,21.200000762939453
2018-11-09,21.190000534057617,20.110000610351562,20.770000457763672,21.030000686645508,85900700,21.030000686645508
2018-11-12,20.850000381469727,18.799999237060547,20.68000030517578,19.030000686645508,95948200,19.030000686645508
2018-11-13,20.020000457763672,18.969999313354492,19.280000686645508,19.610000610351562,76126000,19.610000610351562
2018-11-14,21.110000610351562,19.760000228881836,20.18000030517578,20.809999465942383,106344300,20.809999465942383
2018-11-15,21.770000457763672,20.420000076293945,20.719999313354492,21.489999771118164,97715500,21.489999771118164
2018-11-16,20.969999313354492,19.719999313354492,19.8700008392334,20.65999984741211,112376600,20.65999984741211
2018-11-19,20.59000015258789,19.09000015258789,20.399999618530273,19.110000610351562,93578200,19.110000610351562
2018-11-20,19.579999923706055,17.18000030517578,17.399999618530273,19.209999084472656,109869400,19.209999084472656
2018-11-21,20.309999465942383,18.5,20.049999237060547,18.729999542236328,81585600,18.729999542236328
2018-11-23,19.829999923706055,18.559999465942383,18.610000610351562,19.3799991607666,54611300,19.3799991607666
2018-11-26,20.190000534057617,19.110000610351562,19.959999084472656,20.079999923706055,83211000,20.079999923706055
2018-11-27,21.450000762939453,19.729999542236328,19.770000457763672,21.049999237060547,119230100,21.049999237060547
2018-11-28,21.8799991607666,20.18000030517578,21.81999969482422,21.34000015258789,134425300,21.34000015258789
2018-11-29,21.610000610351562,20.729999542236328,21.190000534057617,21.43000030517578,79853700,21.43000030517578
2018-11-30,21.360000610351562,20.520000457763672,21.299999237060547,21.299999237060547,82370700,21.299999237060547
2018-12-03,23.75,22.3700008392334,22.479999542236328,23.709999084472656,139607400,23.709999084472656
2018-12-04,23.420000076293945,21.06999969482422,23.350000381469727,21.1200008392334,127392900,21.1200008392334
2018-12-06,21.40999984741211,20.059999465942383,20.219999313354492,21.299999237060547,103434700,21.299999237060547
2018-12-07,21.3799991607666,19.170000076293945,21.299999237060547,19.459999084472656,105764500,19.459999084472656
2018-12-10,20.1299991607666,19.270000457763672,19.350000381469727,19.989999771118164,77984500,19.989999771118164
2018-12-11,21.139999389648438,19.690000534057617,20.709999084472656,19.979999542236328,88027400,19.979999542236328
2018-12-12,21.020000457763672,19.709999084472656,20.31999969482422,20.479999542236328,100340700,20.479999542236328
2018-12-13,20.8700008392334,19.760000228881836,20.6299991607666,19.860000610351562,88108300,19.860000610351562
2018-12-14,20.700000762939453,19.520000457763672,19.579999923706055,19.899999618530273,84713600,19.899999618530273
2018-12-17,20.020000457763672,18.639999389648438,20.010000228881836,18.829999923706055,115437900,18.829999923706055
2018-12-18,19.84000015258789,18.8799991607666,19.149999618530273,19.5,101512900,19.5
2018-12-19,19.719999313354492,18.0,19.440000534057617,18.15999984741211,120644500,18.15999984741211
2018-12-20,18.860000610351562,17.34000015258789,18.110000610351562,17.940000534057617,119394500,17.940000534057617
2018-12-21,18.34000015258789,16.760000228881836,18.1200008392334,16.93000030517578,132246000,16.93000030517578
2018-12-24,17.219999313354492,16.3700008392334,16.520000457763672,16.649999618530273,62933100,16.649999618530273
2018-12-26,17.90999984741211,16.030000686645508,16.8799991607666,17.899999618530273,108811800,17.899999618530273
2018-12-27,17.739999771118164,16.440000534057617,17.43000030517578,17.489999771118164,111373000,17.489999771118164
2018-12-28,18.309999465942383,17.139999389648438,17.530000686645508,17.81999969482422,109214400,17.81999969482422
2018-12-31,18.510000228881836,17.850000381469727,18.149999618530273,18.459999084472656,84732200,18.459999084472656
2019-01-02,19.0,17.979999542236328,18.010000228881836,18.829999923706055,87148700,18.829999923706055
2019-01-03,18.68000030517578,16.940000534057617,18.420000076293945,17.049999237060547,117277600,17.049999237060547
2019-01-04,19.06999969482422,17.43000030517578,17.549999237060547,19.0,111878600,19.0
2019-01-07,20.68000030517578,19.0,19.440000534057617,20.56999969482422,107157000,20.56999969482422
2019-01-08,21.200000762939453,19.68000030517578,21.190000534057617,20.75,121271000,20.75
2019-01-09,21.440000534057617,20.06999969482422,20.889999389648438,20.190000534057617,163944100,20.190000534057617
2019-01-10,19.829999923706055,18.899999618530273,19.760000228881836,19.739999771118164,115629400,19.739999771118164
2019-01-11,20.350000381469727,19.190000534057617,19.469999313354492,20.270000457763672,85110800,20.270000457763672
2019-01-14,20.6200008392334,19.75,19.959999084472656,20.229999542236328,71350200,20.229999542236328
2019-01-15,20.68000030517578,20.260000228881836,20.440000534057617,20.3799991607666,62785800,20.3799991607666
2019-01-16,20.540000915527344,19.709999084472656,20.399999618530273,19.729999542236328,70849300,19.729999542236328
2019-01-17,20.510000228881836,19.020000457763672,19.489999771118164,20.25,85018400,20.25
2019-01-18,21.049999237060547,20.020000457763672,20.3700008392334,20.770000457763672,88131000,20.770000457763672
2019-01-22,20.920000076293945,19.700000762939453,20.479999542236328,19.760000228881836,78513700,19.760000228881836
2019-01-23,20.479999542236328,19.549999237060547,20.030000686645508,19.799999237060547,77811300,19.799999237060547
2019-01-24,21.010000228881836,20.040000915527344,20.059999465942383,20.850000381469727,97433400,20.850000381469727
2019-01-25,22.030000686645508,20.790000915527344,20.989999771118164,21.93000030517578,110239500,21.93000030517578
2019-01-28,21.010000228881836,20.020000457763672,20.31999969482422,20.18000030517578,135164100,20.18000030517578
2019-01-29,20.389999389648438,19.049999237060547,20.260000228881836,19.25,131202500,19.25
2019-01-30,23.1299991607666,21.3700008392334,21.489999771118164,23.09000015258789,211421200,23.09000015258789
2019-01-31,25.139999389648438,22.829999923706055,23.020000457763672,24.40999984741211,182575600,24.40999984741211
2019-02-01,24.84000015258789,24.06999969482422,24.610000610351562,24.510000228881836,105356200,24.510000228881836
2019-02-04,24.65999984741211,24.06999969482422,24.43000030517578,24.1299991607666,70843800,24.1299991607666
2019-02-05,23.860000610351562,22.979999542236328,23.420000076293945,23.309999465942383,122226000,23.309999465942383
2019-02-06,24.139999389648438,23.219999313354492,23.6299991607666,23.260000228881836,78684300,23.260000228881836
2019-02-07,23.219999313354492,22.31999969482422,22.989999771118164,22.670000076293945,86723900,22.670000076293945
2019-02-08,23.280000686645508,22.270000457763672,22.329999923706055,23.049999237060547,78129300,23.049999237060547
2019-02-11,23.280000686645508,22.65999984741211,23.049999237060547,22.959999084472656,60578700,22.959999084472656
2019-02-12,23.559999465942383,22.75,23.43000030517578,22.81999969482422,67595400,22.81999969482422
2019-02-13,23.239999771118164,22.709999084472656,22.979999542236328,22.850000381469727,57544200,22.850000381469727
2019-02-14,23.3700008392334,22.59000015258789,22.739999771118164,23.1299991607666,64441200,23.1299991607666
2019-02-15,24.049999237060547,23.200000762939453,23.579999923706055,23.68000030517578,78644100,23.68000030517578
2019-02-19,24.40999984741211,23.610000610351562,23.6299991607666,23.950000762939453,57517900,23.950000762939453
2019-02-20,24.3700008392334,23.899999618530273,24.139999389648438,23.950000762939453,57091600,23.950000762939453
2019-02-21,24.329999923706055,23.850000381469727,24.040000915527344,23.920000076293945,49608200,23.920000076293945
2019-02-22,24.360000610351562,23.8799991607666,24.049999237060547,24.360000610351562,52650700,24.360000610351562
2019-02-25,25.520000457763672,24.68000030517578,25.010000228881836,24.709999084472656,63221000,24.709999084472656
2019-02-26,24.719999313354492,24.149999618530273,24.649999618530273,24.209999084472656,48470100,24.209999084472656
2019-02-27,24.229999542236328,23.209999084472656,24.110000610351562,23.479999542236328,62649300,23.479999542236328
2019-02-28,23.670000076293945,23.110000610351562,23.209999084472656,23.530000686645508,39384900,23.530000686645508
2019-03-01,24.190000534057617,23.450000762939453,23.969999313354492,23.68000030517578,48084000,23.68000030517578
2019-03-04,24.1299991607666,23.010000228881836,23.889999389648438,23.3700008392334,48147700,23.3700008392334
2019-03-05,23.68000030517578,23.010000228881836,23.34000015258789,23.5,35462600,23.5
2019-03-06,23.530000686645508,22.399999618530273,23.469999313354492,22.40999984741211,60479400,22.40999984741211
2019-03-07,22.40999984741211,21.729999542236328,22.329999923706055,22.079999923706055,52186300,22.079999923706055
2019-03-08,22.09000015258789,21.040000915527344,21.350000381469727,22.010000228881836,49967700,22.010000228881836
2019-03-11,23.079999923706055,21.979999542236328,22.149999618530273,22.959999084472656,54420200,22.959999084472656
2019-03-12,23.799999237060547,22.780000686645508,23.100000381469727,23.489999771118164,56410600,23.489999771118164
2019-03-13,24.149999618530273,23.350000381469727,23.65999984741211,23.3799991607666,56705800,23.3799991607666
2019-03-14,23.489999771118164,22.799999237060547,23.3700008392334,22.81999969482422,42818600,22.81999969482422
2019-03-15,23.649999618530273,23.010000228881836,23.100000381469727,23.290000915527344,46519900,23.290000915527344
2019-03-18,23.6200008392334,23.040000915527344,23.299999237060547,23.25,34731800,23.25
2019-03-19,26.079999923706055,23.59000015258789,23.600000381469727,26.0,156052200,26.0
2019-03-20,26.8799991607666,25.309999465942383,26.489999771118164,25.700000762939453,151292100,25.700000762939453
2019-03-21,28.110000610351562,25.709999084472656,25.780000686645508,27.889999389648438,129610300,27.889999389648438
2019-03-22,27.75,26.329999923706055,27.540000915527344,26.3700008392334,115323300,26.3700008392334
2019-03-25,26.989999771118164,25.540000915527344,26.290000915527344,25.969999313354492,78438200,25.969999313354492
2019-03-26,26.979999542236328,25.459999084472656,26.690000534057617,25.690000534057617,75754100,25.690000534057617
2019-03-27,25.8799991607666,24.549999237060547,25.700000762939453,24.889999389648438,88585300,24.889999389648438
2019-03-28,25.559999465942383,24.649999618530273,25.100000381469727,25.059999465942383,64667500,25.059999465942383
2019-03-29,25.729999542236328,25.25,25.579999923706055,25.520000457763672,53502800,25.520000457763672
2019-04-01,26.559999465942383,25.829999923706055,26.420000076293945,26.360000610351562,63000300,26.360000610351562
2019-04-02,26.799999237060547,26.09000015258789,26.510000228881836,26.75,53358800,26.75
2019-04-03,29.950000762939453,27.8799991607666,28.020000457763672,29.020000457763672,197650500,29.020000457763672
2019-04-04,29.389999389648438,28.610000610351562,28.8799991607666,29.09000015258789,82191100,29.09000015258789
2019-04-05,29.690000534057617,28.799999237060547,29.639999389648438,28.979999542236328,65662700,28.979999542236328
2019-04-08,28.950000762939453,28.18000030517578,28.690000534057617,28.530000686645508,58002500,28.530000686645508
2019-04-09,28.3799991607666,27.190000534057617,28.239999771118164,27.239999771118164,75539800,27.239999771118164
2019-04-10,28.1200008392334,27.31999969482422,27.459999084472656,27.829999923706055,64368100,27.829999923706055
2019-04-11,28.049999237060547,27.459999084472656,27.809999465942383,27.790000915527344,44801200,27.790000915527344
2019-04-12,28.3799991607666,27.65999984741211,28.209999084472656,27.850000381469727,41048800,27.850000381469727
2019-04-15,27.84000015258789,26.959999084472656,27.799999237060547,27.329999923706055,40812500,27.329999923706055
2019-04-16,28.18000030517578,27.489999771118164,27.719999313354492,27.93000030517578,47340100,27.93000030517578
2019-04-17,28.270000457763672,27.219999313354492,28.209999084472656,27.489999771118164,48240800,27.489999771118164
2019-04-18,27.8799991607666,27.34000015258789,27.600000381469727,27.68000030517578,39880900,27.68000030517578
2019-04-22,28.229999542236328,27.389999389648438,27.6200008392334,28.18000030517578,36477300,28.18000030517578
2019-04-23,28.489999771118164,27.790000915527344,28.18000030517578,27.969999313354492,41777500,27.969999313354492
2019-04-24,28.850000381469727,27.93000030517578,28.100000381469727,28.459999084472656,51784700,28.459999084472656
2019-04-25,28.860000610351562,27.360000610351562,28.670000076293945,27.65999984741211,57329700,27.65999984741211
2019-04-26,27.899999618530273,27.049999237060547,27.65999984741211,27.8799991607666,48827900,27.8799991607666
